Company,Funding (est $),Notable Investors,Headcount,URL,Description,Category,Focus,Value Chain Layer,Modality,Product Focus,Industry,Active?,Founded,HQ,Logo,Founders,Last Round,Valuation,Business Model,Open Source?,Unnamed: 21
Tiamat World,9000000.0,"DCM Ventures, Vitalbridge Capital, Linear Capital",,http://www.tiamat.world/," Tiamat World is a generative AI company that creates unique, AI-generated fantasy maps for games and storytelling.",Image,Text-to-Image Generation,Applications (Vertical),,,,,2021.0,APAC,,,,,,,
Timely,2800000000000.0,,9.0,www.timelyai.com,"* Scheduling has never been this simple
- You want your work to flow smoothly. But managing appointments can be a lot of work. With timelyAI you can organize your entire schedule via WhatsApp — it’s as easy as texting with a friend",Task Automation & Virtual Assistant,,Applications (Horizontal),Code,RPA Automation,General,Yes,,,,,,,,,
TLDR This,,,,https://tldrthis.com/," TLDR This
 An AI tool that summarizes long articles, reports, and documents into clear and concise summaries, saving reading time.",Summarization,Summarization,Applications (Horizontal),,,,,2019.0,APAC,,,,,,,
Tome,75300000.0,"500 Global, 8VC, Wing Venture Capital, Lightspeed Venture Partners, Coatue",,https://tome.app/," Tome is an AI-powered tool that assists in creating, editing, and organizing written content, ideal for writers, bloggers, and content creators.",Summarization,Content summarization,Applications (Vertical),,,,,2020.0,SF Bay Area,,,,,,,
Tonic,45000000.0,"Insight Partners, GGV Capital, Bloomberg Beta, Xfund, Heavybit",,https://www.tonic.ai/," Tonic
Short Description: Tonic provides synthetic data generation to create realistic, anonymized data for secure software testing and development.",Data,Synthetic Data,AI Development & Tools,,,,,2018.0,SF Bay Area,,,,,,,
Topic,,,,https://www.usetopic.com/, Topic is an AI tool that helps content teams write high-quality SEO content to improve their ranking on search engines.,Text,Content creation (SEO),Applications (Vertical),,,,,2019.0,SF Bay Area,,,,,,,
Trinka,,,,https://www.trinka.ai/," Trinka is an AI-powered academic writing assistant that enhances language, checks technical consistency, and provides writing style suggestions to ensure high-quality research output.",Text,Writing/Editing,Applications (Vertical),,,,,2020.0,APAC,,,,,,,
Triple Whale,52700000.0,"NFX, Shopify, NFX, Shaan Puri, Elephant, Tectonic Capital",,https://www.triplewhale.com/," Triple Whale
 Triple Whale offers a generative AI tool that creates and optimizes digital ads to improve marketing performance and reach.",Data,"E-commerce, marketing",Applications (Vertical),,,,,2021.0,Israel,,,,,,,
TrueFoundry,2300000.0,"Trajectory Ventures, Vijay Shankar, Eniac Ventures, Naval Ravikant, Mana Ventures",,https://www.truefoundry.com/," TrueFoundry is a software company that leverages AI to automatically design and engineer custom metal parts, reducing the time and cost of traditional methods.",MLOps/Platform,Model development,Applications (Vertical),,,,,2021.0,SF Bay Area,,,,,,,
Tuney,1360000.0,"Gaingels, Mucker Capital, CIC Angels, bValue Fund, MuckerLab",,https://www.tuney.io/," Tuney uses AI to generate unique, royalty-free music for content creators, enhancing their videos with custom soundtracks.",Audio,Song generation and AI generated remixes,Applications (Vertical),,,,,2020.0,"Los Angeles, CA",,,,,,,
Twain,4530895.0,"Sequoia Capital, Calm/Storm Ventures, TQ Ventures, Andreas Kupke, Johann ""Hansi"" Hansmann",20.0,https://www.usetwain.com/,"* Write emails that get answers
- Twain is the AI communication assistant for outreach",Text,Email Outbound,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,2021.0,Europe,,,,,,,
Twelve Labs,17120000.0,"Techstars, Index Ventures, Radical Ventures, WndrCo, Dug Song",,https://twelvelabs.io/," Twelve Labs
 Twelve Labs leverages AI to improve video search by understanding and indexing the content, making it easier and faster to find relevant videos.",Semantic Search,Video/Image Search,Applications (Vertical),,,,,2021.0,SF Bay Area,,,,,,,
Twig.so,100000.0,"Tier 1 Scout Fund, 8 Angels",,https://www.twig.so/," Twig.so
 Twig.so is an AI company that provides a tool for developers to debug their code faster and more efficiently.",Summarization,AI assistants for Technical Support Agents,AI Development & Tools,,,,,2022.0,SF Bay Area,,,,,,,
Tymely,7000000.0,"Insight Partners, Hetz Ventures, 97212 Ventures, DESCOvery",,https://www.tymely.ai/,"* Astonish Your Customers With Outstanding Customer Service
- Finally, an AI for eCommerce customer support emails that works with human-level accuracy.",Chatbot/Conversational AI,Contact Center (E-Commerce),Applications (Horizontal),Text,Customer support,General,Yes,2020.0,"New York, NY",,,,,,,
Typeface,65000000.0,"Menlo Ventures, Google Ventures, Lightspeed Venture Partners, M12 - Microsoft's Venture Fund",,https://www.typeface.ai/," Typeface uses AI to generate unique and customizable fonts, enabling designers to create personalized typefaces quickly and efficiently.",Text,Marketing copies that include text and images,Applications (Vertical),,,,,2022.0,SF Bay Area,,,,,,,
Typewise,3447167.0,"Y Combinator, Innosuisse, Seedrs, SICTIC, Rebel Fund",20.0,https://www.typewise.app/,"Communicate faster & more effectively
AI writing solution for customer service & sales teams",Text,Writing (CS / Sales),Applications (Horizontal),Text,Customer support,General,Yes,2019.0,Europe,,,,,,,
UberDuck,500000.0,Y Combinator,,https://uberduck.ai/," UberDuck
 UberDuck is an AI-based service that enables users to create speech in various celebrity voices. It's a fun tool for content creators and voice-over enthusiasts.",Audio,Voiceovers,Applications (Vertical),,,,,2021.0,"Seattle, WA",,,,,,,
Uizard,18600000.0,"Insight Partners, 7percent Ventures, byFounders, LDV Capital, AV8 Ventures",,https://uizard.io/," Uizard
 Uizard offers a platform that converts hand-drawn sketches into digital design files and prototypes, simplifying the app creation process.",Image,Product Design,Applications (Vertical),,,,,2018.0,Europe,,,,,,,
Ultimate,27400545.0,"Techstars, European Innovation Council, HV Capital, OMERS Ventures, Maki.vc",,https://www.ultimate.ai/," Ultimate
 Ultimate.ai provides AI-powered customer service automation solutions, enabling businesses to deliver faster, quality customer support while reducing costs.",Chatbot/Conversational AI,Automated Virtual Agents,Applications (Vertical),,,,,2017.0,Europe,,,,,,,
Unbounce,39147612.0,"500 Global, Espresso Capital, Accomplice, Real Ventures, Founders' Co-op",,https://unbounce.com/," Unbounce is a platform that helps businesses create, launch, and test high-converting landing pages, popups, and sticky bars without needing a developer.",Text,AI Writer / Landing Pages,Applications (Horizontal),,,,,2009.0,North America (excl. US),,,,,,,
UneeQ,10000000.0,"Alium Capital, Icehouse Ventures, Navigate Ventures LLC",,https://digitalhumans.com/," UneeQ
 UneeQ specializes in creating digital humans, AI-powered virtual personnel for customer service, brand ambassadorship, and other interactive roles.",Chatbot/Conversational AI,Digital human creator platform,Applications (Vertical),,,,,2010.0,APAC,,,,,,,
United Robots,1766281.0,Investment AB Spiltan,,https://www.unitedrobots.ai/,"United Robots develops AI-driven automation tools for content creation and distribution, specializing in news automation and robot journalism.",Text,News Publishing / Generation,Applications (Vertical),,,,,2016.0,Europe,,,,,,,
Unscrambl,2100000000000.0,"gener8tor,Mosaik Partners,OnRamp Insurance Accelerator,Right Side Capital Management",51.0,www.unscrambl.com,* Teams can now get conversational access to to data and insights,Business Intelligence,,Applications (Horizontal),Code,Data Analytics,General,Yes,,,,,,,,,
UnScreen,,,,https://www.unscreen.com/, UnScreen is an AI-based tool that removes video backgrounds automatically without requiring any green screens or manual editing.,Video,Video creation/editing,Applications (Vertical),,,,,2015.0,Europe,,,,,,,
Unthink AI,285000.0,"HBAR Fund, George Brody, Anto Thomas",,https://unthink.ai/, Unthink AI provides an AI-powered platform that enables businesses to automate their customer interactions across various digital platforms.,Code,E-Commerce web page generation,Applications (Horizontal),,,,,2022.0,Other US,,,,,,,
Upword,2000000.0,ATOORO FUND,,https://upword.ai/," Upword
 Upword provides an AI-powered writing assistant to help users write clear, concise, and error-free content, improving productivity and communication.",Summarization,News summarization,Applications (Horizontal),,,,,2019.0,Other US,,,,,,,
Ushur,92000000.0,"8VC, Plug and Play, Iron Pillar, Third Point Ventures, Pentland Ventures",,https://ushur.com/," Ushur
 Ushur provides an AI-driven platform for automating customer engagement and business workflows, improving efficiency and customer experience.",Chatbot/Conversational AI,Automated Virtual Agents,Applications (Horizontal),,,,,2014.0,SF Bay Area,,,,,,,
Valdi,,,,https://valdi.ai/," Valdi
 Valdi uses AI to automatically generate 3D models from 2D images, simplifying and accelerating the 3D content creation process.",MLOps/Platform,Uber for cloud computing,Applications (Vertical),,,,,2022.0,"Los Angeles, CA",,,,,,,
Valence,8527784.0,"Techstars, Creative Destruction Lab (CDL), Brightspark Ventures, FounderFuel, Panache Ventures",,https://www.valencediscovery.com/," Valence
 Valence provides a machine learning platform for drug discovery, helping to accelerate the development of life-saving medicines.",Bio,Drug discovery platform,Applications (Vertical),,,,,2018.0,North America (excl. US),,,,,,,
Variational AI,3658940.0,"Flying Fish Partners, Alliance of Angels, Lip-Bu Tan, Amarjit Gill, A&E Investments",,https://variational.ai/," Variational AI
 Variational AI uses generative artificial intelligence to accelerate drug discovery and development, aiming to create life-saving medicines faster and more efficiently.",Bio,Novel and selective kinase inhibitors (cancer drugs),Applications (Vertical),,,,,2019.0,North America (excl. US),,,,,,,
Vectara,20000000.0,"Charles Zedlewski, Page One Ventures",14.0,https://vectara.com/,"* The AI-powered platform for search.
- Harness the power of advanced neural networks to search your textual data with unrivaled accuracy. All with simple, scalable APIs and zero maintenance.",Semantic Search,Video/Image Search,Applications (Horizontal),Text,Search,General,Yes,2020.0,SF Bay Area,,,,,,,
Vedia,,,,http://www.vedia.ai/," Vedia
 Vedia transforms textual data into engaging video content using AI, ideal for marketers and content creators.",Video,Video generation,Applications (Vertical),,,,,2016.0,"Miami, FL",,,,,,,
VEED,35000000.0,"Sequoia Capital, s16vc",,https://www.veed.io/," VEED
 An online platform providing simple video editing tools including subtitling, cropping, and merging capabilities. Ideal for content creators, marketers, and social media enthusiasts.",Video,Video creation/editing,Applications (Horizontal),,,,,2018.0,"London, UK",,,,,,,
Verloop,8000000.0,"ADQ, Mohandas Pai, Anand Chandrasekaran, Kris Gopalakrishnan, Ganesh Krishnan",,https://verloop.io/,"Verloop is a customer support automation platform that uses AI to facilitate real-time, personalized conversations with customers, improving engagement and customer satisfaction.",Chatbot/Conversational AI,Automated Virtual Agents,Applications (Horizontal),,,,,2016.0,APAC,,,,,,,
Vespa,0.0,,,www.vespa.ai,"* Big Data. AI. Online.
- Make AI-driven decisions using your data, in real time. At any scale, with unbeatable performance.",Vector Search,,Applications (Horizontal),Code,Data Analytics,General,Yes,,,,,,,,,
Viable,10900000.0,"Bossanova Investimentos, Craft Ventures, Merus Capital, GTMfund, StratMinds",19.0,https://www.askviable.com/,"* Don't just organize your feedback, understand it.
- Get customer insights tailored to your C-suite, product, CX, or UX research teams, backed by your customer feedback data.",Sentiment Analysis,Customer support / text analysis,Applications (Horizontal),Code,Customer support / Knowledge Management,General,Yes,2020.0,SF Bay Area,,,,,,,
Vidyo,1160000.0,,,https://vidyo.ai/," Vidyo
 Vidyo provides a reliable, high-quality video collaboration platform for businesses, enabling seamless communication and collaboration across teams.",Video,Video clipping (longform to shortform),Applications (Horizontal),,,,,2021.0,APAC,,,,,,,
Vizcom,,,3.0,https://www.vizcom.ai/,* AI creative tool assisting professional artists and designers in bringing their ideas to life,Image,Hand sketching and AI to render faster,Applications (Vertical),Image,Image Generation,Product Design,Yes,2021.0,SF Bay Area,,,,,,,
Vizologi,,,,https://vizologi.com/," Vizologi
 Vizologi provides a platform for business strategy and model innovation, enabling businesses to visually explore and design their business models.",Text,AI generated answers,Applications (Horizontal),,,,,2017.0,Europe,,,,,,,
VOCHI,1486100000.0,"Rakuten, Andreessen Horowitz, K2 Global, Wellington Management, Bessemer Venture Partners",,https://vochi.com/," VOCHI
 VOCHI provides video editing software powered by AI, enabling users to apply creative effects on videos with just a few taps.",Video,Video creation/editing,Applications (Vertical),,,,,2010.0,SF Bay Area,,,,,,,
